lum,agg,int,atm,col,dep_bis,pays,region,com_bis,com_codeINSEE,communes,N_voie,numac,infra,catr,type_route,voie,circ,nbv,pr,pr1,vosp,situ,lat,long,adr,accident_velo,vehicule_imp,cycl_mort,cycl_bgv,cycl_blg,cycl_indm
1,1,1,1,2,69,FRANCE,RHONE-ALPES,267,69267,VILLIE-MORGON,RD 9,338126,0,3,RD,9,2,2,7,5,0,1,4617000,470100,,1,7,0,1,0,0
1,6,1,1,3,69,FRANCE,RHONE-ALPES,264,69264,VILLEFRANCHE-SUR-SAONE,FRANS ROUTE DE,338136,0,3,RD,0,3,4,1,0,0,1,,,,1,7,0,1,0,0
2,4,1,1,6,69,FRANCE,RHONE-ALPES,064,69064,CONDRIEU,VC 0,338146,0,4,VC,0,1,1,0,0,0,3,,,,1,,0,0,0,1
1,1,1,1,5,69,FRANCE,RHONE-ALPES,236,69236,SAINT-ROMAIN-EN-GIER,RD 488,338168,0,3,RD,488,2,2,7,200,0,1,4556900,470100,,1,7,0,1,0,0
5,9,1,4,6,69,FRANCE,RHONE-ALPES,387,69387,LYON,AVENUE JEAN JAURES,338195,0,4,VC,0,2,4,,,1,4,,,,1,,0,0,0,1
1,4,6,1,3,69,FRANCE,RHONE-ALPES,068,69068,COUZON-AU-MONT-D'OR,RD 51,338261,,3,RD,51,2,2,7,500,,1,,,,1,7,0,1,0,0
1,5,9,1,1,69,FRANCE,RHONE-ALPES,243,69243,TARARE,RD 8,338262,,3,RD,8,,,3,500,,1,,,,1,7,0,1,0,0
3,1,1,2,2,69,FRANCE,RHONE-ALPES,049,69049,CHASSELAY,RD 16,338280,0,3,RD,16,2,2,0,0,0,1,0,0,,1,15,0,1,0,0
1,3,1,1,1,69,FRANCE,RHONE-ALPES,171,69171,SAIN-BEL,RD 7,338308,0,3,RD,7,2,2,0,0,0,1,0,0,,1,7,0,1,0,0
1,1,1,1,1,69,FRANCE,RHONE-ALPES,110,69110,LARAJASSE,VC 0,338325,0,4,VC,0,2,1,0,0,0,1,0,0,,1,21,0,1,0,0
2,1,1,1,3,69,FRANCE,RHONE-ALPES,272,69272,COMMUNAY,RD 150,338337,0,3,RD,150,2,2,0,0,0,1,0,0,,1,7,0,1,0,0
1,1,1,1,5,69,FRANCE,RHONE-ALPES,136,69136,MONTAGNY,RD 83,338350,0,3,RD,83,2,2,1,333,0,1,0,0,,1,7,0,1,0,0
1,1,1,1,3,69,FRANCE,RHONE-ALPES,017,69017,BAGNOLS,RD 338,338371,0,3,RD,338,2,0,13,900,0,5,0,0,,1,10,0,1,0,0
1,1,1,1,6,69,FRANCE,RHONE-ALPES,246,69246,THEIZE,VC 4,338372,0,4,VC,4,2,0,0,0,0,3,0,0,,1,,0,1,0,0
1,1,1,1,2,69,FRANCE,RHONE-ALPES,063,69063,COLLONGES-AU-MONT-D'OR,RD 51,338408,0,3,RD,51,2,0,0,0,0,1,0,0,,1,7,0,1,0,0
1,4,6,1,6,69,FRANCE,RHONE-ALPES,260,69260,VERNAISON,RD 315,338415,0,3,RD,315,2,1,10,0,0,1,0,0,,1,,0,1,0,0
1,6,1,1,3,69,FRANCE,RHONE-ALPES,029,69029,BRON,BOULEVARD PINEL,338426,0,4,VC,0,2,2,,,0,1,,,,1,14,0,1,0,0
5,6,1,1,3,69,FRANCE,RHONE-ALPES,029,69029,BRON,AVENUE CAMILLE ROUSSET,338431,0,4,VC,0,2,1,,,0,1,,,,1,7,0,1,0,0
1,6,1,1,3,69,FRANCE,RHONE-ALPES,034,69034,CALUIRE-ET-CUIRE,COURS ARISTIDE BRIAND,338448,0,4,VC,0,3,0,,,0,1,,,,1,7,0,1,0,0
1,6,1,1,3,69,FRANCE,RHONE-ALPES,256,69256,VAULX-EN-VELIN,CHEMIN DE LA DIGUE,338476,0,4,VC,0,2,0,,,0,1,,,,1,7,0,1,0,0
1,6,3,1,3,69,FRANCE,RHONE-ALPES,256,69256,VAULX-EN-VELIN,IM MARIE CLAIRE PETIT,338477,0,4,VC,0,2,2,,,0,1,,,,1,7,0,1,0,0
1,5,1,1,1,69,FRANCE,RHONE-ALPES,276,69276,FEYZIN,RUE DES CHARRIERES,338491,0,4,VC,0,2,2,,,0,1,,,,1,7,0,1,0,0
1,7,9,1,1,69,FRANCE,RHONE-ALPES,259,69259,VENISSIEUX,BOULEVARD DU STADE,338501,0,4,VC,0,2,2,,,0,1,,,,1,10,0,1,0,0
2,6,5,1,3,69,FRANCE,RHONE-ALPES,264,69264,VILLEFRANCHE-SUR-SAONE,BOULEVARD DU GENERAL LECLERC,338513,0,4,VC,0,2,1,1,0,2,1,,,,1,99,0,1,0,0
5,6,1,1,6,69,FRANCE,RHONE-ALPES,264,69264,VILLEFRANCHE-SUR-SAONE,BOULEVARD DU GENERAL LECLERC,338515,0,4,VC,0,2,4,1,0,2,5,,,,1,7,0,1,0,0
1,8,1,1,6,69,FRANCE,RHONE-ALPES,266,69266,VILLEURBANNE,RUE DU CANAL,338534,0,4,VC,0,2,2,,,0,1,,,,1,7,0,1,0,0
1,6,1,1,3,69,FRANCE,RHONE-ALPES,275,69275,DECINES-CHARPIEU,RUE VAUCANSON,338552,0,4,VC,0,2,2,,,0,1,,,,1,13,0,1,0,0
1,6,1,1,3,69,FRANCE,RHONE-ALPES,290,69290,SAINT-PRIEST,RUE ANATOLE FRANCE,338566,0,4,VC,0,1,1,,,2,1,,,,1,7,0,1,0,0
1,6,6,1,6,69,FRANCE,RHONE-ALPES,290,69290,SAINT-PRIEST,RUE DE CHAVORLAY,338568,0,4,VC,0,2,2,,,0,1,,,,1,7,0,1,0,0
1,9,1,1,3,69,FRANCE,RHONE-ALPES,382,69382,LYON,RUE DE BREST,338580,0,4,VC,0,1,2,,,0,1,,,,1,7,0,1,0,0
1,9,1,1,2,69,FRANCE,RHONE-ALPES,382,69382,LYON,RUE DE LA BARRE,338583,0,4,VC,0,1,3,,,3,1,,,,1,37,0,1,0,0
1,9,1,1,3,69,FRANCE,RHONE-ALPES,382,69382,LYON,COURS CHARLEMAGNE,338586,4,4,VC,0,2,4,,,1,1,,,,1,7,0,1,0,0
1,9,3,1,3,69,FRANCE,RHONE-ALPES,382,69382,LYON,RUE FRANCOIS DAUPHIN,338587,0,4,VC,0,1,1,,,0,1,,,,1,33,0,0,0,1
1,9,1,1,2,69,FRANCE,RHONE-ALPES,382,69382,LYON,PONT DE LA GUILLOTIERE,338601,2,4,VC,0,2,8,,,0,1,,,,1,31,0,1,0,0
1,9,1,1,6,69,FRANCE,RHONE-ALPES,386,69386,LYON,AUTOBERGE RIVE GAUCHE,338613,6,9,Autre,0,0,1,,,0,0,,,,1,,0,0,0,1
2,9,2,1,3,69,FRANCE,RHONE-ALPES,383,69383,LYON,COURS DE LA LIBERTE,338614,4,4,VC,0,4,4,,,3,1,,,,1,40,0,1,0,0
1,9,1,1,6,69,FRANCE,RHONE-ALPES,383,69383,LYON,AVENUE LACASSAGNE,338620,0,4,VC,0,2,3,,,3,4,,,,1,,0,0,0,1
1,9,8,1,3,69,FRANCE,RHONE-ALPES,383,69383,LYON,COURS RICHARD VITTON,338627,0,4,VC,0,2,4,,,2,5,,,,1,7,0,1,0,0
1,9,1,1,3,69,FRANCE,RHONE-ALPES,383,69383,LYON,COURS GAMBETTA,338631,0,4,VC,0,3,3,,,2,1,,,,1,,0,0,0,1
1,9,2,1,3,69,FRANCE,RHONE-ALPES,383,69383,LYON,COURS LAFAYETTE,338632,0,4,VC,0,4,4,,,3,1,,,,1,7,0,1,0,0
1,9,1,1,6,69,FRANCE,RHONE-ALPES,383,69383,LYON,ROUTE DE GENAS,338635,0,4,VC,0,2,2,,,0,1,,,,1,7,0,1,0,0
1,9,1,1,6,69,FRANCE,RHONE-ALPES,386,69386,LYON,RUE BARABAN,338643,5,4,VC,0,1,1,,,0,1,,,,1,7,0,1,0,0
1,9,2,1,3,69,FRANCE,RHONE-ALPES,383,69383,LYON,RUE DE LA PART DIEU,338645,0,4,VC,0,2,3,,,1,5,,,,1,7,0,1,0,0
1,9,4,1,3,69,FRANCE,RHONE-ALPES,383,69383,LYON,RUE DU DAUPHINE,338652,0,4,VC,0,2,2,,,1,5,0,0,,1,7,0,1,0,0
1,9,1,1,3,69,FRANCE,RHONE-ALPES,383,69383,LYON,RUE VIALA,338654,0,4,VC,0,4,3,,,3,1,,,,1,7,0,1,0,0
1,9,2,1,2,69,FRANCE,RHONE-ALPES,386,69386,LYON,RUE WALDECK ROUSSEAU,338655,0,4,VC,0,1,1,,,0,1,,,,1,30,0,0,0,1
1,9,2,1,3,69,FRANCE,RHONE-ALPES,383,69383,LYON,PLACE ROUGET DE L'ISLE,338659,0,4,VC,0,1,1,,,0,1,,,,1,7,0,1,0,0
1,9,1,1,3,69,FRANCE,RHONE-ALPES,385,69385,LYON,CHEMIN DE CHOULANS,338680,0,4,VC,0,3,4,,,0,1,,,,1,7,0,1,0,0
1,9,1,1,2,69,FRANCE,RHONE-ALPES,385,69385,LYON,CHEMIN DE CHOULANS,338681,0,4,VC,0,2,4,,,0,1,,,,1,7,0,1,0,0
5,9,2,1,3,69,FRANCE,RHONE-ALPES,387,69387,LYON,RUE GARIBALDI,338699,0,4,VC,0,1,2,,,0,1,,,,1,7,0,1,0,0
5,9,1,1,3,69,FRANCE,RHONE-ALPES,388,69388,LYON,AVENUE PAUL SANTY,338707,0,4,VC,0,3,2,,,1,4,,,,1,7,0,1,0,0
1,9,3,1,6,69,FRANCE,RHONE-ALPES,388,69388,LYON,RUE JULES VALENSAUT,338713,0,4,VC,0,1,0,,,0,0,,,,1,7,0,1,0,0
1,9,1,1,3,69,FRANCE,RHONE-ALPES,388,69388,LYON,AVENUE GENERAL FRERE,338715,0,4,VC,0,2,2,,,1,5,,,,1,7,0,1,0,0
5,9,1,1,6,69,FRANCE,RHONE-ALPES,388,69388,LYON,COURS ALBERT THOMAS,338722,2,4,VC,0,2,3,1,0,0,1,,,,1,2,0,1,0,0
1,9,1,1,6,69,FRANCE,RHONE-ALPES,389,69389,LYON,QUAI CHAUVEAU,338798,6,4,VC,0,0,2,,,0,4,,,,1,,0,1,0,0
1,9,1,1,3,69,FRANCE,RHONE-ALPES,389,69389,LYON,QUAI PIERRE SCIZE,338800,0,4,VC,0,1,2,,,1,1,,,,1,7,0,1,0,0
1,9,1,1,2,69,FRANCE,RHONE-ALPES,389,69389,LYON,QUAI JAYR,338805,0,4,VC,0,1,2,,,0,1,,,,1,7,0,1,0,0
5,9,3,1,3,69,FRANCE,RHONE-ALPES,389,69389,LYON,QUAI CHAUVEAU,338815,0,4,VC,0,1,3,,,0,1,,,,1,7,0,1,0,0
1,1,1,1,1,70,FRANCE,FRANCHE-COMTE,413,70413,PLANCHER-BAS,RD 16,338854,0,3,RD,16,2,2,16,800,0,1,4769300,673800,,1,7,0,1,0,0
1,1,1,1,7,70,FRANCE,FRANCHE-COMTE,175,70175,CORNOT,VC 4,338859,0,4,VC,4,2,2,0,0,0,0,0,0,,1,,0,1,0,0
1,3,1,1,7,70,FRANCE,FRANCHE-COMTE,408,70408,PESMES,RD 181,338864,0,3,RD,181,2,2,0,400,0,4,0,0,,1,,0,1,0,0
1,3,1,1,1,70,FRANCE,FRANCHE-COMTE,428,70428,PUSEY,VC 0,338865,0,4,VC,0,2,1,0,0,0,1,0,0,,1,7,0,1,0,0
1,1,1,1,3,70,FRANCE,FRANCHE-COMTE,312,70312,LUZE,RD 438,338879,0,3,RD,438,2,2,20,500,0,1,4759800,673100,,1,17,0,1,0,0
1,5,6,1,2,70,FRANCE,FRANCHE-COMTE,550,70550,VESOUL,AVENUE PASTEUR ,338892,5,4,VC,0,2,2,0,1,0,1,,,,1,7,0,1,0,0
1,2,1,1,1,70,FRANCE,FRANCHE-COMTE,267,70267,GEVIGNEY-ET-MERCEY,RD 3,338904,0,3,RD,3,2,0,56,957,0,1,4780000,593000,,1,7,0,1,0,0
1,5,1,3,3,70,FRANCE,FRANCHE-COMTE,550,70550,VESOUL,RUE ARISTIDE BRIAND,338929,0,4,VC,0,2,2,,,0,1,,,,1,7,0,1,0,0
1,1,1,1,1,70,FRANCE,FRANCHE-COMTE,093,70093,BREUCHES,RD 6,338937,0,3,RD,6,2,2,0,0,0,0,0,0,,1,14,0,1,0,0
1,4,1,7,2,70,FRANCE,FRANCHE-COMTE,207,70207,ECHENOZ-LA-MELINE,AVENUE PASTEUR ,338962,0,4,VC,0,2,2,,,0,1,,,,1,7,0,1,0,0
2,5,1,1,3,70,FRANCE,FRANCHE-COMTE,550,70550,VESOUL,ROND-POINT DE LA LIBERATION,338982,5,4,VC,0,1,1,0,1,0,1,,,,1,7,0,1,0,0
1,2,3,1,1,70,FRANCE,FRANCHE-COMTE,454,70454,ROSIERES-SUR-MANCE,RD 160,339011,0,3,RD,160,2,0,0,0,0,1,0,0,,1,7,0,1,0,0
1,2,6,1,1,70,FRANCE,FRANCHE-COMTE,138,70138,CHASSEY-LES-SCEY,RD 3,339012,5,3,RD,3,0,1,35,400,0,1,4764900,597900,,1,7,0,1,0,0
1,2,1,1,3,70,FRANCE,FRANCHE-COMTE,220,70220,ESSERTENNE-ET-CECEY,VC 0,339016,0,4,VC,0,2,2,0,0,0,1,0,0,,1,7,0,1,0,0
1,1,1,1,2,70,FRANCE,FRANCHE-COMTE,409,70409,PIERRECOURT,RD 5,339019,0,3,RD,5,2,2,63,544,0,1,4765700,557800,,1,10,0,1,0,0
1,3,2,1,3,70,FRANCE,FRANCHE-COMTE,408,70408,PESMES,RD 181,339052,0,3,RD,181,2,0,0,50,0,0,4727000,556000,,1,7,0,1,0,0
1,2,1,1,3,70,FRANCE,FRANCHE-COMTE,025,70025,ARBECEY,VC 0,339058,0,4,VC,0,2,2,0,0,0,1,4774500,592900,,1,7,0,1,0,0
1,1,1,1,1,70,FRANCE,FRANCHE-COMTE,112,70112,CEMBOING,RD 45,339075,0,3,RD,45,2,2,10,950,0,1,4783800,586000,,1,7,0,1,0,0
1,1,1,1,1,70,FRANCE,FRANCHE-COMTE,536,70536,VELLE-LE-CHATEL,RD 13,339085,0,3,RD,13,2,2,44,600,0,1,4761700,604900,,1,21,0,1,0,0
1,5,6,1,2,70,FRANCE,FRANCHE-COMTE,310,70310,LURE,RD 64,339094,0,3,RD,64,1,1,31,600,0,1,0,0,,1,7,0,1,0,0
1,1,1,1,2,70,FRANCE,FRANCHE-COMTE,421,70421,PORT-SUR-SAONE,RD 20,339121,0,3,RD,20,2,2,1,550,0,1,0,0,,1,7,0,1,0,0
1,1,1,1,3,70,FRANCE,FRANCHE-COMTE,497,70497,TAVEY,RD 438,339135,0,3,RD,438,2,2,0,900,0,0,0,0,,1,33,0,1,0,0
1,1,1,1,1,70,FRANCE,FRANCHE-COMTE,414,70414,PLANCHER-LES-MINES,RD 16,339139,0,3,RD,16,2,2,25,900,0,1,0,0,,1,7,0,1,0,0
1,1,1,1,1,70,FRANCE,FRANCHE-COMTE,255,70255,FRESNE-SAINT-MAMES,RD 13,339143,0,3,RD,13,2,0,25,400,0,1,0,0,,1,7,0,1,0,0
1,1,1,1,1,70,FRANCE,FRANCHE-COMTE,176,70176,CORRAVILLERS,RD 6,339144,0,3,RD,6,2,2,68,500,0,1,0,0,,1,7,0,1,0,0
1,1,1,1,1,70,FRANCE,FRANCHE-COMTE,470,70470,SAINTE-MARIE-EN-CHAUX,RD 317,339150,0,3,RD,317,2,0,0,0,0,1,0,0,,1,7,0,1,0,0
1,1,1,2,1,70,FRANCE,FRANCHE-COMTE,455,70455,ROYE,RD 262,339161,0,3,RD,262,2,0,0,100,0,1,0,0,,1,7,0,1,0,0
1,1,1,2,1,70,FRANCE,FRANCHE-COMTE,514,70514,VALAY,VC 0,339164,0,4,VC,0,2,1,0,0,0,1,0,0,,1,7,0,1,0,0
1,3,1,1,2,70,FRANCE,FRANCHE-COMTE,447,70447,RIOZ,VC 0,339168,0,4,VC,0,2,2,0,0,0,1,0,0,,1,7,0,1,0,0
1,3,1,1,3,70,FRANCE,FRANCHE-COMTE,219,70219,ESPRELS,RD 9,339171,0,3,RD,9,2,0,19,0,0,1,0,0,,1,7,0,1,0,0
1,2,7,1,2,70,FRANCE,FRANCHE-COMTE,373,70373,ROCHE-MOREY (LA),Autre 0,339184,0,9,Autre,0,2,0,0,0,0,1,0,0,,1,10,0,1,0,0
1,5,7,1,3,70,FRANCE,FRANCHE-COMTE,279,70279,GRAY,Autre 0,339230,0,9,Autre,0,1,0,0,0,0,1,0,0,,1,7,0,1,0,0
1,5,6,1,3,70,FRANCE,FRANCHE-COMTE,550,70550,VESOUL,RUE PIERRE CURIE,339245,5,3,RD,13,2,2,54,500,2,1,,,,1,7,0,1,0,0
1,5,1,1,3,70,FRANCE,FRANCHE-COMTE,550,70550,VESOUL,RUE BIANKOUMA ET SIPILOU,339247,0,4,VC,0,1,1,,,1,1,,,,1,7,0,1,0,0
1,1,3,1,3,70,FRANCE,FRANCHE-COMTE,513,70513,VAIVRE-ET-MONTOILLE,ROUTE DE PUSEY,339250,0,3,RD,118,2,2,11,500,0,1,,,,1,7,0,1,0,0
1,5,1,1,6,71,FRANCE,BOURGOGNE,040,71040,BLANZY,ROUTE DE MONTCENIS,339275,0,3,RD,0,2,2,52,820,0,1,,,,1,7,0,1,0,0
1,7,2,1,3,71,FRANCE,BOURGOGNE,076,71076,CHALON-SUR-SAONE,RUE RAYMOND ARNAL,339339,0,4,VC,0,2,4,,,0,1,,,,1,7,0,1,0,0
1,1,1,1,6,71,FRANCE,BOURGOGNE,137,71137,CLUNY,RD 17,339361,0,3,RD,17,2,2,0,0,0,1,4643000,466000,,1,,0,1,0,0
2,5,1,1,3,71,FRANCE,BOURGOGNE,543,71543,TOURNUS,RN 6,339408,0,2,RN,6,2,2,44,500,0,4,0,0,,1,7,0,1,0,0
1,1,1,1,3,71,FRANCE,BOURGOGNE,105,71105,CHARNAY-LES-MACON,CHEMIN DE BALME,339439,0,4,VC,0,2,2,,,0,1,,,,1,7,0,1,0,0
3,1,1,1,2,71,FRANCE,BOURGOGNE,257,71257,LESSARD-LE-NATIONAL,RD 19,339446,0,3,RD,19,2,2,10,100,0,1,0,0,,1,7,0,1,0,0
1,1,1,7,2,71,FRANCE,BOURGOGNE,154,71154,CRISSEY,RD 5,339461,0,3,RD,5,2,3,0,0,0,1,0,0,,1,7,0,1,0,0
2,2,1,1,1,71,FRANCE,BOURGOGNE,391,71391,SAINT-BERAIN-SUR-DHEUNE,RD 299,339500,0,3,RD,299,2,2,0,0,0,1,4681700,460200,,1,7,0,1,0,0
1,3,2,3,1,71,FRANCE,BOURGOGNE,420,71420,SAINT-GERMAIN-DU-PLAIN,RD 197,339501,0,3,RD,197,2,2,0,0,0,1,0,0,,1,7,0,1,0,0
1,4,3,1,1,71,FRANCE,BOURGOGNE,221,71221,GIVRY,RD 981,339521,0,3,RD,981,2,2,0,0,0,1,0,0,,1,10,0,1,0,0
1,5,4,1,3,71,FRANCE,BOURGOGNE,263,71263,LOUHANS,RN 78,339531,0,2,RN,78,2,2,34,0,0,1,0,0,,1,7,0,1,0,0
1,6,2,5,3,71,FRANCE,BOURGOGNE,153,71153,CREUSOT (LE),RUE COLIN,339535,0,4,VC,0,2,2,,,0,1,,,,1,7,0,1,0,0
1,1,1,1,2,71,FRANCE,BOURGOGNE,056,71056,BRANGES,RD 971,339545,0,3,RD,971,2,2,17,0,0,1,0,0,,1,7,0,1,0,0
1,2,1,1,3,71,FRANCE,BOURGOGNE,213,71213,GENETE (LA),VC 10,339601,0,4,VC,10,2,2,0,0,0,1,0,0,,1,7,0,1,0,0
1,1,9,1,3,71,FRANCE,BOURGOGNE,497,71497,SANCE,ROUTE Nationale 6 / Route Nationale 72,339620,0,2,RN,0,2,2,71,0,0,1,,,,1,7,0,1,0,0
1,1,1,1,1,71,FRANCE,BOURGOGNE,120,71120,CHAUFFAILLES,VC 0,339627,0,4,VC,0,2,2,0,0,0,1,4619900,435200,,1,7,0,1,0,0
1,2,1,1,3,71,FRANCE,BOURGOGNE,357,71357,POURLANS,RD 203,339629,0,3,RD,203,2,2,0,0,0,1,0,0,,1,18,0,1,0,0
1,1,1,1,2,71,FRANCE,BOURGOGNE,420,71420,SAINT-GERMAIN-DU-PLAIN,RD 978,339645,0,3,RD,978,2,2,88,800,0,1,4671000,502000,,1,7,0,1,0,0
1,1,1,1,2,71,FRANCE,BOURGOGNE,512,71512,SENNECEY-LE-GRAND,RN 6,339646,0,2,RN,6,2,0,36,670,0,1,0,0,,1,7,0,1,0,0
1,6,3,1,3,71,FRANCE,BOURGOGNE,270,71270,MACON,RUE DE FLACE,339662,0,4,VC,0,2,2,,,0,1,,,,1,7,0,1,0,0
2,6,1,2,3,71,FRANCE,BOURGOGNE,270,71270,MACON,RUE DE LYON,339664,0,3,RD,0,2,2,0,220,0,1,,,,1,10,0,1,0,0
1,1,1,1,1,71,FRANCE,BOURGOGNE,170,71170,DEMIGNY,VC 15,339715,0,4,VC,15,2,1,0,0,0,1,0,0,,1,7,0,1,0,0
1,1,1,2,2,71,FRANCE,BOURGOGNE,491,71491,SAINT-YAN,RD 982,339745,0,3,RD,982,2,0,9,550,0,1,4641300,403400,,1,7,0,1,0,0
1,1,1,1,2,71,FRANCE,BOURGOGNE,445,71445,SAINT-MARCEL,RN 80,339752,0,2,RN,0,2,2,8,100,0,1,,,,1,33,0,1,0,0
1,7,1,1,1,71,FRANCE,BOURGOGNE,076,71076,CHALON-SUR-SAONE,PLACE DE L'HOTEL DE VILLE,339757,0,4,VC,0,2,2,,,0,1,,,,1,7,0,1,0,0
1,4,1,1,1,71,FRANCE,BOURGOGNE,512,71512,SENNECEY-LE-GRAND,RD 18,339764,0,3,RD,18,0,0,0,0,0,4,0,0,,1,14,0,1,0,0
1,6,1,3,1,71,FRANCE,BOURGOGNE,306,71306,MONTCEAU-LES-MINES,RUE DE SOISSON,339820,0,4,VC,0,2,2,,,1,1,,,,1,7,0,1,0,0
1,5,1,1,3,71,FRANCE,BOURGOGNE,263,71263,LOUHANS,VC 0,339829,0,4,VC,0,2,2,0,0,0,1,4663200,522700,,1,7,0,1,0,0
1,3,3,1,1,71,FRANCE,BOURGOGNE,294,71294,MERCUREY,VC 0,339834,0,4,VC,0,2,2,0,0,0,1,0,0,,1,7,0,1,0,0
1,5,1,1,3,71,FRANCE,BOURGOGNE,263,71263,LOUHANS,VC 0,339839,0,4,VC,0,2,0,0,0,0,1,0,0,,1,10,0,1,0,0
1,4,1,1,4,71,FRANCE,BOURGOGNE,445,71445,SAINT-MARCEL,RUE GRANDE  RUE,339841,0,3,RD,0,2,3,,,0,1,,,,1,7,0,1,0,0
1,1,1,8,5,71,FRANCE,BOURGOGNE,159,71159,CULLES-LES-ROCHES,RD 153,339850,0,3,RD,153,2,2,0,0,0,1,0,0,,1,7,0,0,0,1
1,4,1,1,3,71,FRANCE,BOURGOGNE,336,71336,OUROUX-SUR-SAONE,VC 0,339851,0,4,VC,0,2,0,0,0,0,1,0,0,,1,7,0,1,0,0
3,1,1,1,3,71,FRANCE,BOURGOGNE,486,71486,SAINT-VALLIER,BOULEVARD HENRI DUNAND,339862,0,3,RD,0,2,2,5,587,0,1,,,,1,10,0,1,0,0
5,7,1,1,3,71,FRANCE,BOURGOGNE,076,71076,CHALON-SUR-SAONE,AVENUE JOHN FITZGERALD KENNEDY,339870,0,3,RD,0,2,2,,,0,1,,,,1,7,0,1,0,0
5,7,1,1,3,71,FRANCE,BOURGOGNE,076,71076,CHALON-SUR-SAONE,AVENUE DES CHARREAUX,339872,0,4,VC,0,2,2,,,0,1,,,,1,7,0,1,0,0
1,5,1,1,2,71,FRANCE,BOURGOGNE,176,71176,DIGOIN,RD 994,339896,0,3,RD,994,2,2,3,700,1,1,4660000,403300,,1,7,0,1,0,0
3,1,1,8,2,71,FRANCE,BOURGOGNE,556,71556,VARENNES-LES-MACON,RN 6,339916,0,2,RN,6,2,0,81,500,0,1,4626800,479500,,1,7,0,1,0,0
2,5,3,1,3,71,FRANCE,BOURGOGNE,105,71105,CHARNAY-LES-MACON,RUE DE LA GRANGE ST PIERRE,339921,0,4,VC,0,2,2,,,0,0,,,,1,7,0,1,0,0
1,3,1,1,6,71,FRANCE,BOURGOGNE,238,71238,IGUERANDE,RD 982,339955,0,3,RD,982,2,2,34,200,0,4,4620800,408100,,1,,0,1,0,0
1,3,1,1,2,71,FRANCE,BOURGOGNE,294,71294,MERCUREY,RD 978,339975,0,3,RD,978,2,0,60,700,0,1,0,0,,1,7,0,1,0,0
1,6,6,1,3,71,FRANCE,BOURGOGNE,270,71270,MACON,ROND-POINT DE NEUSTADT,339993,0,4,VC,0,2,2,,,1,1,,,,1,7,0,1,0,0
1,1,1,1,1,71,FRANCE,BOURGOGNE,082,71082,CHAMPLECY,RN 79,340005,0,2,RN,79,2,2,22,650,0,0,4644600,422400,,1,17,0,1,0,0
1,3,1,1,2,71,FRANCE,BOURGOGNE,373,71373,ROMENAY,RD 12,340013,0,3,RD,12,2,2,19,200,0,1,0,0,,1,7,0,1,0,0
1,7,9,3,3,71,FRANCE,BOURGOGNE,076,71076,CHALON-SUR-SAONE,RUE LOUIS JACQUES THENARD,340020,0,4,VC,0,2,2,,,0,1,,,,1,10,0,1,0,0
1,1,1,1,7,71,FRANCE,BOURGOGNE,014,71014,AUTUN,Autre 0,340031,0,9,Autre,0,2,1,0,0,0,1,4694500,431400,,1,,0,1,0,0
5,7,3,1,3,71,FRANCE,BOURGOGNE,076,71076,CHALON-SUR-SAONE,QUAI SAINT COSME,340086,0,2,RN,6,2,2,18,100,2,1,,,,1,7,0,1,0,0
1,6,1,1,3,71,FRANCE,BOURGOGNE,270,71270,MACON,RUE DE NEUSTADT,340113,0,4,VC,0,2,2,,,0,1,,,,1,7,0,1,0,0
1,6,2,1,3,71,FRANCE,BOURGOGNE,306,71306,MONTCEAU-LES-MINES,RUE DE MACON,340144,0,4,VC,0,2,2,,,0,1,,,,1,7,0,1,0,0
2,1,9,1,3,71,FRANCE,BOURGOGNE,445,71445,SAINT-MARCEL,RN 80,340155,0,3,RD,673,1,2,9,0,0,1,,,,1,7,0,1,0,0
1,1,3,1,3,71,FRANCE,BOURGOGNE,063,71063,BROYE,RD 120,340173,0,3,RD,120,2,2,11,300,0,1,4688700,430700,,1,10,0,1,0,0
1,3,1,1,1,71,FRANCE,BOURGOGNE,192,71192,ETANG-SUR-ARROUX,RD 994,340178,0,3,RD,994,2,2,49,500,0,1,4687000,419100,,1,7,0,1,0,0
1,3,1,8,1,71,FRANCE,BOURGOGNE,102,71102,CHARMEE (LA),VC 0,340195,0,4,VC,0,2,0,0,0,0,1,0,0,,1,7,0,1,0,0
1,2,1,1,1,71,FRANCE,BOURGOGNE,302,71302,MONTAGNY-LES-BUXY,RD 983,340200,0,3,RD,983,2,2,41,500,0,1,0,0,,1,7,0,1,0,0
1,1,1,1,3,71,FRANCE,BOURGOGNE,399,71399,SAINT-CHRISTOPHE-EN-BRIONNAIS,RD 20,340209,0,3,RD,20,2,2,14,300,0,1,0,0,,1,21,0,1,0,0
1,6,1,1,3,71,FRANCE,BOURGOGNE,306,71306,MONTCEAU-LES-MINES,BOULEVARD DU MARECHAL DE LATTRE DE TASSIGNY,340210,0,4,VC,0,3,4,,,0,1,,,,1,7,0,1,0,0
1,2,2,1,3,71,FRANCE,BOURGOGNE,328,71328,NANTON,RD 67,340283,6,3,RD,67,2,2,16,210,0,1,820409,71172,,1,3,0,1,0,0
1,5,1,1,3,71,FRANCE,BOURGOGNE,176,71176,DIGOIN,RD 979,340293,0,3,RD,979,2,4,46,50,0,1,4648800,397700,,1,10,0,1,0,0
